route_name,bstop_arrive_time,bstop_leave_time,stop_time,node_name,node_x_pos,node_y_pos
109,20200107185858,20200107185906,8,소라아파트 건너1,128.75236,35.81414
109,20200107185858,20200107185908,10,가일리(신촌방향),128.78469,35.84247
100,20200107185859,20200107190012,76,경산시장,128.73477,35.82286
109,20200107185859,20200107185909,10,여천종점(경산방향),128.78917,35.79083
990,20200107185902,20200107185940,39,신매광장건너,128.70779,35.84015
100,20200107185905,20200107185913,8,연호동화훼단지1,128.67315,35.84567
990,20200107185905,20200107185945,41,수성구청건너,128.63126,35.85897
399,20200107185906,20200107185915,10,연호동화훼단지1,128.67313,35.84569
399,20200107185910,20200107185940,31,수성도서관건너,128.63864,35.87313
100,20200107185911,20200107185942,32,시립박물관 건너,128.76411,35.81338
남천1,20200107185911,20200107185920,9,구금곡초교(경산방향),128.73991,35.75851
압량1,20200107185912,20200107190018,69,경산시장,128.73473,35.8229
109,20200107185912,20200107185922,11,사동성당네거리(한의대방향),128.75399,35.81347
100,20200107185913,20200107185919,6,방공포병학교건너,128.67086,35.84716
809,20200107185914,20200107185939,27,압량읍사무소 건너,128.75979,35.84211
990,20200107185915,20200107185923,9,등기소,128.75902,35.81844
399,20200107185917,20200107185939,23,월드컵삼거리,128.68663,35.84149
990,20200107185920,20200107185926,6,대공원역(5번출구),128.68075,35.84233
918,20200107185924,20200107185950,27,백천윤성A 건너,128.74212,35.80561
109,20200107185926,20200107185934,9,내리건너(신촌방향),128.78474,35.84478
남천1,20200107185926,20200107185953,28,중앙병원,128.7403,35.80999
991,20200107185927,20200107185940,14,압량한라빌라트 건너,128.76335,35.84004
100,20200107185928,20200107185953,26,범어4동행정복지센터앞,128.64158,35.85863
809,20200107185928,20200107190122,119,옥곡초교,128.73145,35.81522
남천1,20200107185928,20200107185935,7,삼성2리(청도방향),128.73264,35.76202
399,20200107185929,20200107185946,18,사월리(경산방향),128.83323,35.794
399,20200107185929,20200107185941,13,고산농협창고건너,128.69028,35.84285
109,20200107185930,20200107185940,11,여천동(유곡동방향),128.78944,35.79375
100,20200107185931,20200107185940,10,점촌입구(경산방향),128.77219,35.80416
399,20200107185935,20200107190000,26,효목네거리1,128.64488,35.87626
809,20200107185935,20200107190016,42,하양역,128.81523,35.91048
100,20200107185937,20200107190000,24,서부2동행정복지센터 건너(옥산2지구),128.72469,35.82797
399,20200107185937,20200107185948,11,남방(경산방향),128.7891,35.81139
남천1,20200107185937,20200107185946,9,금곡교(경산방향),128.74076,35.76118
남천1,20200107185938,20200107190004,27,대평그린빌A 앞,128.73274,35.83751
990,20200107185940,20200107185946,7,사동원룸단지(자인방향),128.76199,35.81715
990,20200107185940,20200107190002,23,수성교1,128.60969,35.8607
109,20200107185942,20200107190015,34,화성파크드림A,128.7555,35.81282
100,20200107185944,20200107185950,6,담티고개2,128.66595,35.85058
918,20200107185947,20200107185955,8,현흥초교,128.7722,35.8619
918,20200107185950,20200107190037,49,경산시장,128.73474,35.82292
991,20200107185951,20200107190003,13,대공원역(5번출구),128.68073,35.84233
918,20200107185952,20200107185959,7,영남신학대학 건너,128.81882,35.88204
991,20200107185952,20200107190058,68,수성네거리1,128.61893,35.85975
100,20200107185954,20200107190009,15,대공원역(5번출구),128.68066,35.84234
109,20200107185954,20200107190002,9,여천동1(유곡동방향),128.7893,35.79588
100,20200107185955,20200107190024,30,경북권역재활병원,128.76478,35.81558
100,20200107190001,20200107190042,43,경남신성A,128.72359,35.83046
990,20200107190002,20200107190011,10,경북권역재활병원,128.76458,35.8162
990,20200107190003,20200107190022,20,자인면사무소,128.82397,35.82051
918,20200107190004,20200107190011,7,인터불고경산CC(한의대방향),128.764,35.8029
918,20200107190009,20200107190053,46,백천주공정문,128.74142,35.80392
남천1,20200107190012,20200107190018,7,금곡교(청도방향),128.73969,35.76179
399,20200107190017,20200107190025,9,진못(경산방향),128.78451,35.81113
100,20200107190022,20200107190121,62,사동성당네거리(대구방향),128.75548,35.81292
990,20200107190023,20200107190058,36,경산시장 건너(대구은행),128.73663,35.82377
399,20200107190024,20200107190032,8,수성시니어클럽앞,128.64706,35.87328
809,20200107190025,20200107190034,10,부적주공A 건너,128.76203,35.8461
918,20200107190028,20200107190035,7,북부동행정복지센터 건너,128.7472,35.83424
남천1,20200107190028,20200107190037,9,삼성2리(경산방향),128.73384,35.7617
100,20200107190030,20200107190039,9,평산동(숲안마을),128.77321,35.80939
100,20200107190031,20200107190043,13,경북고등학교건너,128.63877,35.84438
399,20200107190031,20200107190049,18,당리리(자인방향),128.79802,35.81216
809,20200107190035,20200107190049,15,하양초등학교,128.81744,35.91238
100,20200107190036,20200107190057,22,대륜중고등학교건너,128.65867,35.8533
918,20200107190042,20200107190055,13,진량윤성1차A,128.79509,35.86528
109,20200107190044,20200107190056,13,신촌리마을회관 앞,128.7884,35.85019
399,20200107190044,20200107190051,8,신천입구(경산방향),128.78088,35.81162
809,20200107190047,20200107190100,13,시민운동장삼거리,128.79491,35.8899
918,20200107190050,20200107190124,36,삼주봉황타운2차,128.82052,35.88448
399,20200107190053,20200107190100,8,대공원역(5번출구),128.68065,35.84232
399,20200107190057,20200107190104,8,당리경노당 건너,128.80027,35.81261
918,20200107190058,20200107190126,29,점촌네거리(한의대방향),128.77119,35.80093
100,20200107190059,20200107190121,23,평산입구(경산방향),128.77382,35.81203
남천1,20200107190059,20200107190111,13,금곡1리(신방방향),128.74515,35.75915
399,20200107190100,20200107190123,23,무열대건너,128.64898,35.86872
809,20200107190100,20200107190633,24,경남신성A 건너,128.72285,35.83246
918,20200107190105,20200107190116,12,임당역1번출구,128.74095,35.83419
990,20200107190105,20200107190124,20,자인시장입구(경산방향),128.82127,35.81781
918,20200107190110,20200107190131,22,백천주공A(경산방향),128.73944,35.80416
990,20200107190111,20200107190119,8,월드컵삼거리,128.6866,35.84148
399,20200107190116,20200107190126,10,고산농협창고앞,128.68893,35.84221
990,20200107190116,20200107190255,103,갑제삼거리(자인방향),128.7676,35.81567
399,20200107190117,20200107190125,9,송내공단(경산방향),128.82721,35.79543
109,20200107190118,20200107190125,8,대청환경 앞,128.79148,35.85032
109,20200107190119,20200107190127,9,사동부영6차 건너,128.7542,35.81031
399,20200107190120,20200107190127,7,평산동(남성초등학교),128.77534,35.8128
809,20200107190120,20200107190128,9,부적2리 건너,128.76365,35.84902
990,20200107190122,20200107190130,9,중앙초교,128.73331,35.82216
990,20200107190123,20200107190155,33,대구은행역(2번출구),128.61191,35.85983
990,20200107190126,20200107190142,16,경대사대부설고등학교앞,128.59972,35.86359
남천1,20200107190127,20200107190135,8,남천면사무소 건너,128.72759,35.76611
809,20200107190129,20200107190159,31,하양시장 건너,128.82047,35.91459
100,20200107190130,20200107190157,28,도시철도담티역(1번출구),128.65456,35.85473
399,20200107190130,20200107190137,7,월드컵삼거리앞,128.6868,35.84187
990,20200107190130,20200107190138,8,고산농협창고앞,128.68895,35.84221
991,20200107190131,20200107190140,9,월드컵삼거리,128.68656,35.8415
991,20200107190133,20200107190201,29,대구은행역(1번출구),128.61335,35.85984
918,20200107190135,20200107190203,29,인안복지회관입구(하양방향),128.787,35.86471
990,20200107190135,20200107190142,8,계정숲,128.81971,35.81644
100,20200107190136,20200107190158,23,소라아파트 앞,128.75388,35.81364
991,20200107190136,20200107190152,17,우진아파트 앞,128.75958,35.84081
100,20200107190139,20200107190151,12,구.남부정류장건너2,128.64795,35.85781
399,20200107190139,20200107190202,23,사월역(4번출구),128.71821,35.83659
399,20200107190140,20200107190146,6,계남입구(자인방향),128.80823,35.81474
918,20200107190142,20200107190157,15,백천부영 초록마을(경산방향),128.74008,35.80574
100,20200107190144,20200107190154,10,월드컵삼거리,128.68662,35.84148
918,20200107190146,20200107190155,9,윤성타운입구,128.7977,35.86913
399,20200107190147,20200107190156,10,월드컵삼거리,128.68659,35.84149
990,20200107190147,20200107190212,25,국민건강보험공단(경산역),128.73048,35.82084
991,20200107190149,20200107190156,7,고산농협창고앞,128.68893,35.84222
남천1,20200107190150,20200107190201,11,문화마을 건너,128.72643,35.768
109,20200107190154,20200107190222,29,사동휴먼시아1차 건너,128.758,35.80824
남천1,20200107190154,20200107190201,8,금곡2리(신방방향),128.74805,35.7584
100,20200107190158,20200107190220,23,옥산네거리(경산방향),128.72663,35.82401
100,20200107190158,20200107190220,22,수성대학교앞,128.64945,35.85698
399,20200107190158,20200107190223,26,만촌태왕리더스앞1,128.64925,35.86405
399,20200107190159,20200107190206,7,대공원역(1번출구),128.68108,35.84261
809,20200107190159,20200107190224,26,장산중,128.72984,35.81838
399,20200107190200,20200107190232,33,고산2동행정복지센터건너,128.69429,35.84284
990,20200107190200,20200107190207,8,대구농업마이스터고건너,128.70341,35.84136
109,20200107190201,20200107190208,7,여천전원마을,128.78497,35.79895
399,20200107190201,20200107190208,7,갑제삼거리(경산방향),128.76956,35.81505
100,20200107190203,20200107190218,15,고산농협창고앞,128.68897,35.8422
100,20200107190204,20200107190225,21,캐슬골드파크4단지앞,128.63739,35.84086
399,20200107190205,20200107190213,8,효신초등학교 앞,128.63438,35.87184
918,20200107190207,20200107190724,328,삼주봉황타운4차,128.82459,35.88364
399,20200107190208,20200107190218,11,고산농협창고앞,128.68894,35.84223
990,20200107190208,20200107190234,27,고산2동행정복지센터건너,128.69431,35.8428
100,20200107190210,20200107190221,12,사동초원파크 앞,128.75206,35.81431
남천1,20200107190211,20200107190322,73,백천윤성A 건너,128.74214,35.80559
100,20200107190212,20200107190236,25,수성대학교건너,128.65205,35.85598
809,20200107190213,20200107190222,10,하양농협 강남지소 건너,128.79028,35.88426
991,20200107190213,20200107190235,23,수성교2,128.61105,35.86044
990,20200107190214,20200107190223,9,농업기술센터,128.8146,35.81551
918,20200107190215,20200107190226,11,동자지(진량방향),128.7984,35.87235
109,20200107190217,20200107190227,10,가야리마을회관 건너,128.8006,35.84974
990,20200107190217,20200107190251,35,범어역(1번출구),128.62264,35.85948
남천1,20200107190220,20200107190228,8,신석(경산방향),128.7244,35.7701
918,20200107190222,20200107190249,28,압량윤성3차A,128.78894,35.86579
399,20200107190224,20200107190237,14,경북권역재활병원 건너,128.7662,35.81613
809,20200107190224,20200107190247,24,하양한전,128.82274,35.91659
399,20200107190225,20200107190252,29,코오롱아파트,128.63281,35.87032
990,20200107190227,20200107190252,26,고산역화성파크드림 건너,128.70055,35.84209
남천1,20200107190228,20200107190251,24,송백3리(신방방향),128.75176,35.75768
109,20200107190236,20200107190245,10,"가야삼거리(진량, 자인방향)",128.80246,35.84966
399,20200107190237,20200107190245,9,연호동화훼단지2,128.67442,35.84544
399,20200107190238,20200107190301,24,시지보성아파트앞,128.71289,35.83783
991,20200107190238,20200107190256,18,고산2동행정복지센터건너,128.6944,35.84289
100,20200107190239,20200107190303,25,서부1동행정복지센터,128.72809,35.82147
991,20200107190240,20200107190315,37,영남대 건너,128.75438,35.8374
100,20200107190243,20200107190321,39,사동동산아파트 앞,128.75108,35.81554
990,20200107190245,20200107190455,135,방천시장(김광석길)앞,128.60555,35.8625
100,20200107190246,20200107190311,25,도시철도담티역(3번출구),128.65328,35.85491
100,20200107190249,20200107190259,11,갑제삼거리(자인방향),128.76762,35.81568
990,20200107190250,20200107190341,53,수성네거리2,128.61807,35.85939
100,20200107190252,20200107190304,13,구.남부정류장앞2,128.64943,35.85745
918,20200107190257,20200107190316,20,경산중앙병원후문,128.73962,35.8082
399,20200107190258,20200107190412,77,고산역화성파크드림 앞,128.69797,35.84238
399,20200107190300,20200107190326,27,우방만촌하이츠건너,128.6318,35.86928
918,20200107190300,20200107190345,47,경산시외버스정류장(세명병원),128.73716,35.82485
399,20200107190302,20200107190311,10,만촌태왕리더스앞2,128.64867,35.86284
990,20200107190302,20200107190324,23,옥산네거리(대구방향),128.72757,35.82261
399,20200107190303,20200107190315,13,전지입구(경산방향),128.81443,35.79536
809,20200107190303,20200107190311,8,하양종점(518번) 건너,128.82542,35.91734
990,20200107190303,20200107190416,75,고산역화성파크드림 앞,128.69799,35.84236
남천1,20200107190307,20200107190315,8,대명2리(경산방향),128.72137,35.77578
100,20200107190308,20200107190318,10,갑제삼거리(경산방향),128.76965,35.81505
남산2,20200107190315,20200107190322,8,용전리아래마을,128.92141,35.77237
990,20200107190317,20200107190436,83,수성네거리1,128.61894,35.85979
100,20200107190319,20200107190328,10,경산시청별관 건너,128.74024,35.82388
991,20200107190321,20200107190420,62,고산역화성파크드림 앞,128.69795,35.84237
압량1,20200107190325,20200107190334,9,경산시청별관 건너,128.74016,35.8239
809,20200107190331,20200107190340,10,환상교회 건너,128.78765,35.88144
990,20200107190336,20200107190344,8,평산동(남성초등학교 건너),128.77363,35.81307
남천1,20200107190338,20200107190412,35,백천주공정문,128.74142,35.80389
399,20200107190339,20200107190349,10,시립박물관,128.76466,35.81558
990,20200107190340,20200107190347,7,계남입구(경산방향),128.80969,35.81535
100,20200107190345,20200107190415,31,성동초등학교앞,128.6337,35.8407
399,20200107190347,20200107190402,16,전지1리(반곡방향),128.81316,35.79317
압량1,20200107190351,20200107190401,10,경산시청 건너,128.74257,35.82458
109,20200107190353,20200107190419,27,일언리(대경대방향),128.80724,35.84255
100,20200107190355,20200107190452,59,계양주공아파트 건너,128.75268,35.81823
100,20200107190355,20200107190427,33,경산경찰서,128.74372,35.8237
109,20200107190355,20200107190409,15,한의대종점,128.77659,35.79816
809,20200107190405,20200107190424,19,옥산네거리(대구방향),128.72748,35.82263
남천1,20200107190407,20200107190417,11,송백1리(신방방향),128.76342,35.75835
100,20200107190409,20200107190419,11,평산입구2(한의대방향),128.77347,35.8106
918,20200107190410,20200107190423,13,압량윤성3차A 건너,128.78996,35.86662
100,20200107190412,20200107190421,9,대륜중고등학교앞,128.65657,35.85349
남천1,20200107190412,20200107190430,19,"산전리,대명1리(경산방향)",128.72152,35.78313
399,20200107190413,20200107190419,6,방공포병학교건너,128.67088,35.84723
918,20200107190416,20200107190425,10,선화2리(진량방향),128.79775,35.87281
990,20200107190416,20200107190423,7,신천입구(자인방향),128.77937,35.81171
399,20200107190418,20200107190436,19,영남일보건너,128.62681,35.86849
991,20200107190418,20200107190425,7,북부동행정복지센터 건너,128.74715,35.83426
399,20200107190419,20200107190456,38,사동부영1차A,128.76297,35.81183
100,20200107190421,20200107190444,24,중앙초교 건너,128.73231,35.82158
남천1,20200107190421,20200107190430,9,송백2리(신방방향),128.76496,35.75854
918,20200107190422,20200107190543,84,중방네거리(경산방향),128.73528,35.8312
용성1,20200107190423,20200107190432,9,곡란(용성방향),128.87947,35.7653
100,20200107190426,20200107190437,11,고산2동행정복지센터건너,128.69431,35.8428
990,20200107190426,20200107190436,10,당리경노당 앞,128.80249,35.81314
399,20200107190427,20200107190452,25,고산2동행정복지센터건너,128.6943,35.84279
990,20200107190427,20200107190455,30,범어역(2번출구),128.62117,35.85917
990,20200107190431,20200107190447,17,고산2동행정복지센터앞,128.69545,35.84304
100,20200107190432,20200107190440,8,경북권역재활병원 건너,128.76623,35.81615
990,20200107190432,20200107190439,7,진못(자인방향),128.78206,35.8113
100,20200107190433,20200107190507,35,사월역(4번출구),128.71816,35.83654
399,20200107190433,20200107190457,25,대구농업마이스터고앞,128.70166,35.84153
100,20200107190437,20200107190507,32,캐슬골드파크(1102동),128.63163,35.83961
918,20200107190437,20200107190631,118,중방네거리(대구방향),128.736,35.82916
918,20200107190438,20200107190450,12,인안2리(경산방향),128.78814,35.86537
918,20200107190439,20200107190455,17,옥곡부영두리마을,128.73434,35.80979
990,20200107190439,20200107190502,24,대구농업마이스터고앞,128.7016,35.84147
399,20200107190440,20200107190446,7,농업기술센터 건너,128.81311,35.81567
991,20200107190441,20200107190503,23,방천시장(김광석길)건너,128.60645,35.86252
991,20200107190441,20200107190506,25,대구농업마이스터고앞,128.7016,35.84146
압량1,20200107190443,20200107190451,8,임당호반베르디움 앞,128.74138,35.83039
399,20200107190445,20200107190450,6,담티고개2,128.66598,35.85071
990,20200107190445,20200107190507,23,옥산로(대구방향),128.72413,35.82531
109,20200107190449,20200107190457,8,계림리마을회관 건너,128.80969,35.83858
399,20200107190449,20200107190457,9,전지2리(반곡방향),128.81265,35.78897
399,20200107190450,20200107190521,32,상공회의소건너,128.6259,35.87076
990,20200107190450,20200107190457,7,당리리(경산방향),128.79923,35.8125
100,20200107190453,20200107190515,23,시립박물관,128.76464,35.81559
109,20200107190453,20200107190504,11,한의대(경산방향),128.7768,35.79821
809,20200107190453,20200107190502,10,환상3리(경산방향),128.78154,35.87455
용성1,20200107190454,20200107190506,12,난포고택앞,128.87846,35.76822
399,20200107190456,20200107190524,29,신매광장건너,128.70773,35.84021
100,20200107190500,20200107190617,80,경산시장,128.73476,35.82279
100,20200107190500,20200107190507,8,고산역화성파크드림 앞,128.69806,35.84238
남천1,20200107190501,20200107190538,38,중앙초교,128.73665,35.82376
100,20200107190504,20200107190510,6,담티고개1,128.66424,35.85117
남산2,20200107190505,20200107190515,11,용천1리(용성방향),128.91349,35.76458
남천1,20200107190505,20200107190511,7,대구외국어대학,128.72617,35.78537
100,20200107190506,20200107190519,13,점촌입구(한의대방향),128.77228,35.8053
990,20200107190508,20200107190621,76,남방(자인방향),128.78746,35.81115
809,20200107190512,20200107190521,10,금구동(진량방향),128.76747,35.85362
990,20200107190512,20200107190549,38,대구은행역(1번출구),128.61348,35.86001
399,20200107190514,20200107190524,10,자인삼거리(자인방향),128.818,35.81529
109,20200107190516,20200107190524,8,야창지 건너,128.81126,35.8355
399,20200107190518,20200107190531,14,고산역화성파크드림 앞,128.69791,35.84231
용성1,20200107190519,20200107190532,13,곡란구판장 건너,128.87789,35.76994
압량1,20200107190520,20200107190531,12,임당역5번출구,128.74148,35.83402
990,20200107190525,20200107190537,13,고산농협창고건너,128.69025,35.84284
100,20200107190528,20200107190552,25,점촌(한의대방향),128.77232,35.80371
남천1,20200107190529,20200107190552,24,영남사이버대,128.72961,35.7857
100,20200107190530,20200107190541,11,대구농업마이스터고앞,128.7016,35.84143
399,20200107190531,20200107190551,21,대륜중고등학교건너,128.65874,35.85332
399,20200107190531,20200107190607,37,신매광장앞,128.70631,35.84047
991,20200107190531,20200107190549,19,경북대학교치과병원,128.60213,35.86339
399,20200107190534,20200107190542,8,자인시장입구(자인방향),128.81993,35.81654
990,20200107190536,20200107190709,97,신매광장앞,128.70624,35.84042
100,20200107190539,20200107190631,54,방공포병학교앞,128.66866,35.84824
남천1,20200107190539,20200107190559,20,삼성현중학교 건너,128.73879,35.80316
109,20200107190541,20200107190648,69,단북네거리(대경대방향),128.81306,35.83499
991,20200107190541,20200107190714,96,신매광장앞,128.7062,35.84036
100,20200107190544,20200107190610,27,계양네거리(자인방향),128.74914,35.82278
109,20200107190544,20200107190549,5,인터불고경산CC(한의대방향),128.76403,35.80289
918,20200107190544,20200107190627,45,옥곡한일유엔아이,128.73296,35.81292
990,20200107190544,20200107190559,15,수성교1,128.60971,35.86072
용성1,20200107190550,20200107190558,8,곡란리(태양광),128.87745,35.77207
399,20200107190550,20200107190557,8,동부소방서건너,128.62563,35.87455
100,20200107190551,20200107190633,44,태왕드림하이츠 앞,128.75309,35.82131
399,20200107190551,20200107190614,23,대구농업마이스터고앞,128.7016,35.84144
990,20200107190552,20200107190613,21,수성구청앞,128.6285,35.85865
100,20200107190553,20200107190639,48,만촌육교1,128.64536,35.85833
399,20200107190553,20200107190600,7,반곡2리(반곡방향),128.80839,35.78425
100,20200107190557,20200107190615,19,사동부영1차A,128.76299,35.81185
809,20200107190558,20200107190604,6,현흥리(경산방향),128.77658,35.86851
남천1,20200107190600,20200107190610,10,영남외국어대정문,128.73069,35.78671
990,20200107190602,20200107190615,13,수성교2,128.61112,35.86046
남산2,20200107190603,20200107190614,11,도산(용성방향),128.90714,35.76295
990,20200107190604,20200107190614,11,남방(경산방향),128.78914,35.81137
압량1,20200107190609,20200107190634,26,북부동행정복지센터,128.74548,35.83405
100,20200107190609,20200107190634,26,헬로TV대구방송앞,128.62729,35.83915
990,20200107190612,20200107190649,38,대구은행역(2번출구),128.61189,35.85977
399,20200107190613,20200107190717,66,도시철도담티역(1번출구),128.65451,35.85474
남산2,20200107190617,20200107190627,11,대종1리(용성방향),128.90579,35.76323
809,20200107190620,20200107190627,7,현흥초교,128.77213,35.86188
남천1,20200107190620,20200107190628,9,협석(경산방향),128.73151,35.7883
109,20200107190622,20200107190710,50,점촌네거리(한의대방향),128.77121,35.80095
남천1,20200107190624,20200107190649,26,옥산현대A 건너,128.7279,35.82797
991,20200107190626,20200107190638,13,임당역1번출구,128.74101,35.83422
남산2,20200107190628,20200107190631,3,육동교회,128.90487,35.76381
918,20200107190630,20200107190725,57,진량윤성1차A 건너,128.79556,35.86569
100,20200107190632,20200107190707,37,태왕드림하이츠 건너,128.75171,35.82211
918,20200107190632,20200107190706,35,경산시외버스정류장 건너(국민은행),128.73652,35.82665
399,20200107190635,20200107190700,26,자인면사무소 건너,128.82341,35.82045
990,20200107190637,20200107190646,9,진못(경산방향),128.78448,35.81112
399,20200107190640,20200107190720,41,사동중 건너,128.76012,35.81451
809,20200107190642,20200107190650,8,현흥초교 건너,128.7728,35.86322
남산2,20200107190647,20200107190654,8,대종리(용성방향),128.90478,35.76516
809,20200107190647,20200107190706,20,서부2동행정복지센터(옥산2지구),128.7258,35.82598
남천1,20200107190701,20200107190709,8,영남외대종합복지관 건너,128.73427,35.79204
990,20200107190702,20200107190710,8,신천입구(경산방향),128.78076,35.81163
109,20200107190703,20200107190712,9,단북리 건너,128.81667,35.83511
809,20200107190706,20200107190713,7,현흥리(진량방향),128.77586,35.86769
990,20200107190706,20200107190713,7,월드컵삼거리앞,128.68687,35.84186
용성1,20200107190707,20200107190716,9,곡신리(용성방향),128.87545,35.78011
100,20200107190707,20200107190726,20,연호동화훼단지1,128.67305,35.84559
991,20200107190709,20200107190717,8,중방e편한세상 건너,128.73789,35.8342
남천1,20200107190714,20200107190723,10,백천2동(남천방향),128.73738,35.80059
399,20200107190717,20200107190819,64,동대구역복합환승센터건너,128.62929,35.8774
990,20200107190717,20200107190733,16,당리리(자인방향),128.79806,35.81213
990,20200107190718,20200107190741,24,펜타힐즈더샵2차남편,128.72173,35.82612
남산2,20200107190719,20200107190727,8,가척리(용성방향),128.90402,35.76898
100,20200107190719,20200107190751,33,시지보성아파트앞,128.71285,35.83782
109,20200107190719,20200107190728,10,점촌네거리(경산방향),128.77245,35.80084
100,20200107190721,20200107190744,24,경산중고등학교 앞,128.74898,35.82298
109,20200107190727,20200107190734,7,대경대,128.81975,35.83523
399,20200107190727,20200107190751,25,구.남부정류장건너2,128.64791,35.85782
100,20200107190729,20200107190756,28,우방청솔맨션건너,128.63999,35.85505
918,20200107190729,20200107190801,34,중방e편한세상(구.세왕주유소),128.73584,35.83395
399,20200107190731,20200107190742,12,대구농업마이스터고건너,128.70341,35.84141
압량1,20200107190733,20200107190833,62,영남대 앞,128.75354,35.83652
399,20200107190733,20200107190756,24,수성대학교건너,128.65201,35.85607
남천1,20200107190734,20200107190815,42,국민건강보험공단(경산역),128.73054,35.82081
918,20200107190735,20200107190752,18,경산시장 건너(대구은행),128.7366,35.82377
990,20200107190737,20200107190744,7,평산동(남성초등학교),128.77528,35.81275
100,20200107190739,20200107190816,39,신매광장앞,128.70621,35.84035
399,20200107190739,20200107190806,28,고산도서관,128.71018,35.83865
109,20200107190740,20200107191508,464,대경대(경산방향),128.82078,35.8353
990,20200107190741,20200107190748,8,대공원역(1번출구),128.68122,35.84255
918,20200107190743,20200107191025,168,옥곡초교,128.73138,35.81525
809,20200107190747,20200107190755,9,경남신성A,128.72355,35.83045
399,20200107190748,20200107190849,63,신매광장앞,128.70621,35.84038
399,20200107190748,20200107190856,70,자인정류장,128.82571,35.81688
100,20200107190749,20200107190758,9,수성요양병원,128.62464,35.84291
809,20200107190756,20200107190822,26,현흥2리마을회관,128.78004,35.87159
109,20200107190757,20200107190758,1,한의대종점,128.7766,35.79818
399,20200107190757,20200107190825,29,수성대학교앞,128.64941,35.85705
990,20200107190757,20200107190822,26,고산도서관,128.71016,35.83867
109,20200107190759,20200107190822,23,한의대(경산방향),128.77667,35.79809
100,20200107190800,20200107190815,16,대구과학고등학교앞,128.62471,35.84397
990,20200107190800,20200107190808,8,당리경노당 건너,128.80033,35.81259
809,20200107190801,20200107190841,41,금구동(대구방향),128.76803,35.85488
990,20200107190801,20200107190908,70,수성경찰서앞,128.63216,35.85861
991,20200107190801,20200107190824,24,고산도서관,128.71021,35.83861
100,20200107190803,20200107190820,18,계양주공아파트 앞,128.75338,35.81951
남천1,20200107190805,20200107190811,7,백천2동(경산방향),128.73672,35.79984
990,20200107190807,20200107190826,20,방천시장(김광석길)건너,128.60648,35.8626
399,20200107190811,20200107190836,26,고산역화성파크드림 건너,128.70047,35.84209
918,20200107190814,20200107190828,14,삼주봉황타운1차,128.82251,35.88451
990,20200107190814,20200107190821,7,갑제삼거리(경산방향),128.76962,35.81501
399,20200107190816,20200107190824,9,구.남부정류장앞1,128.64889,35.85772
918,20200107190816,20200107190842,27,임당역2번출구,128.73898,35.834
100,20200107190817,20200107190841,25,경산보건소,128.74417,35.82377
남산2,20200107190819,20200107190828,9,비오재(용성방향),128.89771,35.76992
100,20200107190820,20200107190845,26,대공원역(5번출구),128.68075,35.84224
990,20200107190821,20200107190832,11,수성네거리2,128.61808,35.85949
991,20200107190824,20200107190859,36,2호선반월당역1,128.59637,35.86512
990,20200107190829,20200107190840,12,연호동화훼단지2,128.67442,35.84542
100,20200107190831,20200107190925,56,한의대(경산방향),128.77804,35.79764
109,20200107190831,20200107190842,11,인터불고경산CC(경산방향),128.76536,35.80245
100,20200107190832,20200107190907,36,신매광장건너,128.70777,35.84015
399,20200107190832,20200107190918,47,사월역(2번출구),128.71408,35.83713
918,20200107190834,20200107190839,6,윤성타운입구,128.7978,35.86933
남천1,20200107190834,20200107190846,13,신나리A,128.73883,35.80284
918,20200107190837,20200107190851,14,중앙초교,128.73342,35.82206
990,20200107190837,20200107190847,11,경북권역재활병원 건너,128.7663,35.81616
남천1,20200107190837,20200107190843,7,영남외대종합복지관,128.73489,35.79294
918,20200107190841,20200107190853,12,현흥초교 건너,128.7728,35.86324
100,20200107190845,20200107190859,15,고산도서관,128.71019,35.83861
990,20200107190847,20200107190910,24,범어역(2번출구),128.62124,35.85937
399,20200107190851,20200107190917,27,만촌2동행정복지센터,128.64683,35.8596
990,20200107190851,20200107190904,14,경북대학교치과병원,128.60221,35.86348
990,20200107190851,20200107190859,9,계남입구(자인방향),128.80828,35.81474
399,20200107190853,20200107190925,33,도시철도담티역(3번출구),128.6533,35.85497
100,20200107190855,20200107190918,24,어린이회관앞,128.62496,35.8469
918,20200107190857,20200107190909,13,동자지(진량방향),128.79845,35.87238
809,20200107190858,20200107190908,10,환상3리(하양방향),128.78171,35.87458
100,20200107190902,20200107190927,26,경산시청별관(경산농협),128.74039,35.82396
100,20200107190907,20200107190929,23,경산시청별관 건너,128.74026,35.82389
990,20200107190907,20200107190939,34,펜타힐즈더샵1차 앞,128.71943,35.82892
남천1,20200107190908,20200107190931,24,옥산네거리(대구방향),128.72756,35.82259
990,20200107190910,20200107190916,7,사동원룸단지(경산방향),128.76303,35.81697
압량1,20200107190912,20200107190932,21,압량성당 앞,128.75826,35.83981
남천1,20200107190917,20200107190931,14,협석(청도방향),128.73145,35.78933
991,20200107190918,20200107190931,13,롯데시네마,128.7342,35.83423
399,20200107190922,20200107190945,24,사동우방A후문 건너,128.75774,35.81557
100,20200107190925,20200107190942,18,사동중 건너,128.76015,35.81457
990,20200107190931,20200107190939,8,등기소 건너,128.76002,35.81817
991,20200107190932,20200107190936,4,영대교(대구방향),128.73304,35.83419
남천1,20200107190934,20200107190943,9,영남외국어대 건너,128.73138,35.78816
